,x,y,clusterId,weight,layer
0,-87.02129954979245,21.884018535412338,1.0,13.186640558880919,0.0
1,-71.0427302538669,-11.148860317683633,1.0,15.78446118050172,0.0
2,-163.09536172424174,44.895046966390666,1.0,0.12454021824940953,0.0
3,-97.40986277238136,-42.431866455467784,1.0,5.495917352756412,0.0
4,-83.71887122457085,-6.829211531808291,1.0,17.09968817274561,0.0
5,-52.25647714773103,11.713987983289133,1.0,10.68465790092773,0.0
6,-72.99593869574363,37.20151920649219,1.0,7.976797545107557,0.0
7,-46.91423036378541,12.729956643334626,1.0,8.7975729827963,0.0
8,-102.95989737054914,-14.288037608406617,1.0,11.779646059891846,0.0
9,-106.27578658195024,-9.252261502534047,1.0,11.49061584644959,0.0
10,-107.52668582668026,-46.55345450495458,1.0,3.482274063640508,0.0
11,-104.45730996795817,-23.72683410532179,1.0,9.277438515020162,0.0
12,-46.198561253892926,-35.22715942716245,1.0,4.704373046535587,0.0
13,-106.13021821614407,5.10885907499345,1.0,11.927260214731767,0.0
14,-53.09124358350586,14.605065878766174,1.0,10.50532111057723,0.0
15,-114.94328556105086,-8.134619137818161,1.0,8.649829555392403,0.0
16,-93.1725627942451,-2.020662488467684,1.0,16.022392151597682,0.0
17,-89.30621713278812,-9.697976099970019,1.0,15.995204502225002,0.0
18,-62.27908092806284,-1.9134907803197412,1.0,14.822671199434282,0.0
19,-71.02997308527723,36.64446063934074,1.0,8.020042353043998,0.0
20,-113.45235445703912,-10.463961271351192,1.0,8.93631538697927,0.0
21,-112.70007998682019,-35.32708360546226,1.0,4.880588564728714,0.0
22,-71.48209300676879,35.88451713733958,1.0,8.305827293868886,0.0
23,-33.87961834761004,26.324200069620765,1.0,3.691221604187354,0.0
24,-122.68658490473628,-50.74603508389651,1.0,1.5368066060433723,0.0
25,-39.085593308323475,-12.005646694261147,1.0,6.440361164386799,0.0
26,-83.9348567327748,-6.933646620805306,1.0,17.07035490989771,0.0
27,-53.00426535337615,37.25384980626697,1.0,5.456208762535554,0.0
28,-72.07013486505298,-36.31271427664023,1.0,8.208382342375318,0.0
29,-82.97945423122223,-23.886960206687018,1.0,12.816445900656271,0.0
30,-66.70960856878123,-1.5065727757706096,1.0,16.01078209769927,0.0
31,-56.5587156650513,-2.8662020492855462,1.0,12.97228739615336,0.0
32,-130.39111628424905,11.210824365701486,1.0,4.023400426329129,0.0
33,-93.16286101096351,5.821405027538702,1.0,15.761503619183655,0.0
34,-103.01956489433087,4.536828882356995,1.0,13.024466719968334,0.0
35,-76.98837268153324,-8.904085788049438,1.0,16.836831428644206,0.0
36,-89.43049495370674,6.814226304349061,1.0,16.402753841592588,0.0
37,-30.517467203445555,2.2067742135552812,1.0,4.525186032005812,0.0
38,-99.68744177366128,27.96696821357343,1.0,9.23309555051658,0.0
39,-80.12010539441424,-34.519788809614454,1.0,9.121523427166862,0.0
40,-87.1959607865746,-47.019901403430076,1.0,5.031027321420264,0.0
41,-118.01799032262466,32.10255936449511,1.0,4.468846645398886,0.0
42,-86.8256959151414,-7.473821176159541,1.0,16.705500037051053,0.0
43,-70.58345263614349,-48.95276160442981,1.0,4.446305407450135,0.0
44,-86.71809639350629,-5.870492738891974,1.0,16.918943489487816,0.0
45,-68.35136562764431,-23.148812423630524,1.0,12.177204820998982,0.0
46,-72.5698784998149,4.317992952649825,1.0,16.97301746009894,0.0
47,-72.7812812408098,42.327563750034635,1.0,6.349383821170557,0.0
48,-31.726995593959828,-12.922727262600741,1.0,4.416183888477905,0.0
49,-102.75385434330038,-1.8574880682228976,1.0,13.238174499847466,0.0
50,-41.5749565078632,-16.490794677388237,1.0,6.6946150653181515,0.0
51,-34.879527567421015,-21.56220316459766,1.0,4.40759099635651,0.0
52,-68.16039089687732,-30.208881408585956,1.0,9.853147383045183,0.0
53,-53.140517543252244,4.480203441186697,1.0,11.713089264782187,0.0
54,-68.76994405752286,70.15974445598832,1.0,1.070289579734992,0.0
55,-70.77869018012065,47.89459340249069,1.0,4.716320024539254,0.0
56,-67.84554306741694,24.179198963463744,1.0,11.77271394712496,0.0
57,-25.730363155360394,-30.365419038979336,1.0,2.0630391577202443,0.0
58,-38.750752637166315,27.514509110619723,1.0,4.5122381352929075,0.0
59,-45.2975032791749,-19.121159522540168,1.0,7.392729057452314,0.0
60,-57.69730699224764,23.88839932983774,1.0,9.769680670530006,0.0
61,-89.24447960491743,18.646496273395794,1.0,13.901733011297248,0.0
62,-88.17215689506284,-88.22083176232573,1.0,0.22575827693745723,0.0
63,-65.79980003331366,-7.159012494295242,1.0,15.365968472728127,0.0
64,-61.29945692007005,59.94315741196963,1.0,1.9781416426890934,0.0
65,-122.39464765761315,-23.41920251971505,1.0,4.804008858480915,0.0
66,-105.0671530607241,27.15611291793815,1.0,8.280195819390514,0.0
67,-67.29853422029494,13.286369615663183,1.0,14.657563704626602,0.0
68,-61.91546390927475,13.463047974519306,1.0,13.333270661202024,0.0
69,-64.2387740805773,26.81300128091133,1.0,10.331889148751065,0.0
70,-89.23826258793932,56.510380475603945,1.0,2.860840680054489,0.0
71,-91.78446457751991,24.06423438450674,1.0,11.867296493480593,0.0
72,-88.80725951771652,-23.835339924022026,1.0,12.353461094770829,0.0
73,-62.21560876828033,-45.1310721494712,1.0,4.78447754308562,0.0
74,-45.74079739548554,7.755911694133496,1.0,8.910078108632593,0.0
75,-75.51993495263267,-14.777690662380117,1.0,15.48978521811628,0.0
76,-118.7835895566886,-37.814857692609976,1.0,3.464544812554629,0.0
77,-167.2800781264764,-27.40841645650666,1.0,0.16917707591814807,0.0
78,-73.10410171624234,-0.577432371339304,1.0,17.21962694176411,0.0
79,-60.53739430349229,5.17853319870986,1.0,14.116080668265287,0.0
80,-60.24282271436178,-19.35141268988908,1.0,11.562323550696844,0.0
81,-138.65757419968054,-13.209083043728892,1.0,2.3731406679128932,0.0
82,-127.42594655278982,8.328824704964946,1.0,4.877087564398861,0.0
83,-123.39634713821724,14.850363686578634,1.0,5.495277317427745,0.0
84,-112.37575643092413,-17.086011749249487,1.0,8.399244364982472,0.0
85,-113.69841692014114,-1.3539376557509843,1.0,9.400431640309991,0.0
86,-56.88941631752687,21.239417083305902,1.0,10.229888512409378,0.0
87,-102.10488355308027,0.564854014251221,1.0,13.477445157577435,0.0
88,-85.48647002922046,4.99041799408636,1.0,17.151659874347814,0.0
89,-20.382955219502804,-14.059403420811458,1.0,2.1996265717490537,0.0
90,-107.94560778392264,5.373245174411156,1.0,11.276814115588826,0.0
91,-65.4859128026974,60.38704241730555,1.0,2.07453069697478,0.0
92,-57.875230921498584,-12.528973083045772,1.0,12.348045126406099,0.0
