,x,y,clusterId,weight,layer
0,-203.2503257157349,13.878195092948534,1.0,9.556896890267865,0.0
1,-118.40284132057072,-15.554636735521877,1.0,436.49463152805936,0.0
2,-144.85329851129848,35.47009453037993,1.0,176.3532666442318,0.0
3,-121.446271006703,-7.209290136695834,1.0,485.20509309949495,0.0
4,-88.44824179871051,-7.492091961855929,1.0,278.7627157203782,0.0
5,-158.93832526559467,17.537655554249785,1.0,181.5274149895523,0.0
6,-162.37456990816574,16.900595009050626,1.0,157.3333539742943,0.0
7,-94.78279199629664,-16.448063756060737,1.0,302.181181353768,0.0
8,-119.2594351855824,45.88315139575685,1.0,155.19967795699165,0.0
9,-118.66842317318903,57.13728300702514,1.0,81.44418865040555,0.0
10,-150.00662653800921,-25.96269467918693,1.0,208.49364683928908,0.0
11,-102.08171627121715,23.393120824903644,1.0,308.6529622884909,0.0
12,-97.71447175610324,-23.44967267073558,1.0,279.55567775465516,0.0
13,-87.98445746101746,-32.950705081071185,1.0,154.7750205356585,0.0
14,-137.57687389125437,41.18513815467968,1.0,164.12513474937057,0.0
15,-101.94565015698527,41.1736579670388,1.0,162.66660409298836,0.0
16,-119.55509883888392,-38.79400575314806,1.0,216.67552901323145,0.0
17,-72.45709302884933,-17.054402893706072,1.0,121.18102582678988,0.0
18,-117.33778789393915,55.83535094460129,1.0,88.11812253890544,0.0
19,-97.11329990605412,66.72097607309848,1.0,31.514481170823004,0.0
20,-113.93022781173059,65.52599835272562,1.0,45.09518805930016,0.0
21,-106.07296150968686,2.044081784114563,1.0,447.88206393620493,0.0
22,-103.95352986629672,8.645227652860928,1.0,415.730136795696,0.0
23,-69.5563979833932,-36.6962442932187,1.0,57.56105719146162,0.0
24,-116.96523707400094,5.608918607125291,1.0,488.8295160087242,0.0
25,-138.09635040460205,-28.589736239762612,1.0,264.69542136416044,0.0
26,-100.97882235359528,0.48418222983803627,1.0,408.9017756305458,0.0
27,-101.86716541406781,12.32015577631176,1.0,382.8395285746678,0.0
28,-177.45742095440107,50.38725382320148,1.0,19.492612725692258,0.0
29,-159.3551718492792,23.490847456436708,1.0,155.6454427431839,0.0
30,-85.52389303225898,-29.578896801253777,1.0,158.88996817867107,0.0
31,-117.73737070792458,31.264759994705123,1.0,289.66254094876564,0.0
32,-140.0075034297256,-35.5113853117782,1.0,198.6671981882188,0.0
33,-133.09076349000517,17.822944506083726,1.0,381.04874197395384,0.0
34,-112.75041269800286,-27.418468717178964,1.0,319.820111361239,0.0
