,x,y,clusterId,weight,layer
0,0.028453122918535658,-1.7234478501632198,1.0,3602.9468618878054,0.0
1,-0.07650836545407343,0.9465898170777687,1.0,10138.602961679122,0.0
2,1.0747016415602426,0.4980291729000442,1.0,7891.488565272292,0.0
3,-1.958519908217601,-0.7640003914031726,1.0,1746.3793556668966,0.0
4,-0.5316555530736311,-1.568411945490661,1.0,4039.036973423851,0.0
5,0.8903818710253154,2.065897027870777,1.0,1267.3624331269411,0.0
6,1.3045405150915326,-0.6403631241740342,1.0,5536.417751829202,0.0
7,-0.48891441900839466,0.1648300427689349,1.0,13932.02286268472,0.0
8,-0.3566385252430451,0.7720825427478718,1.0,11085.543524827372,0.0
9,0.4285106841193893,1.4630190601973558,1.0,4979.203961275113,0.0
10,1.6842874721929664,-1.0789961984943475,1.0,2152.7897881581625,0.0
11,-0.5603849997924806,1.446844506356452,1.0,4775.974002895331,0.0
12,-1.2893529452943668,0.8589267336526398,1.0,4793.20861382574,0.0
13,0.6160728364649254,0.6268847652219238,1.0,10816.015963665199,0.0
14,0.0031062096284441305,-1.2094681092694883,1.0,7659.0024103811675,0.0
15,-0.6678814378264967,-0.08775538104575835,1.0,12684.86827431198,0.0
16,0.35709740864883593,0.5529044707208202,1.0,12815.843296513704,0.0
17,0.11824554505498527,0.844229363197825,1.0,11066.698970524467,0.0
18,-2.9144174903203384,1.8044130427521117,1.0,44.70925513516704,0.0
19,1.7508987649737682,-0.2470642834899086,1.0,3333.2556428096723,0.0
20,1.0845096446362352,-0.24438245808715284,1.0,8579.289850040688,0.0
21,1.3804634029439005,0.010629954185402541,1.0,6137.374336350755,0.0
22,0.1250329844353951,-0.5737573204978929,1.0,13394.949923841195,0.0
23,-0.3776278161120871,-0.29788431741505206,1.0,14177.046350523226,0.0
24,-0.8661004400173788,-0.1434775375565171,1.0,10825.833099152325,0.0
25,0.609096908258825,0.304176630832123,1.0,12623.143140716193,0.0
26,-1.0605391175814405,-0.23864339058192857,1.0,8814.923837269997,0.0
27,1.212450433907943,-0.051889389740834305,1.0,7621.161895911663,0.0
28,-0.7175293136222742,0.0729607614464172,1.0,12270.614331908819,0.0
29,1.5288966188822146,-0.038185652516133824,1.0,4942.1556970419415,0.0
30,-0.8992508212802247,0.9715247749362658,1.0,6626.235901440987,0.0
31,0.14146960936905406,-0.9154018360792636,1.0,10363.665983432926,0.0
32,1.111859927930388,-0.13315291542972682,1.0,8502.09004116069,0.0
33,-0.239540401931267,-0.3157486354220697,1.0,14713.342234227635,0.0
