,x,y,layer,weight,clusterId,rho,NH,ClusterNumbers,isOutlier,isSeed,delta
0,-13.699126539052315,87.60906969310571,0.0,1.9980275354567367,0.0,79.31779869982445,466.0,0.0,0.0,0.0,6.28847817514608
1,128.7815156563422,-154.29938165002832,0.0,1.9949388182211896,0.0,25.76100010190273,984.0,0.0,0.0,0.0,18.32555212429001
2,177.39410154152972,168.6385684452806,0.0,1.9922741170749867,0.0,25.635899038834744,836.0,0.0,0.0,0.0,6.844952657928193
3,119.7773651545964,239.37618046675092,0.0,1.9912332689632777,0.0,16.88100529319555,1479.0,0.0,0.0,0.0,11.57811859672882
4,190.85028688357767,-93.63486903974294,0.0,1.9863299238134176,0.0,23.411864156220787,1347.0,0.0,0.0,0.0,17.815152997478634
5,-169.5617313069132,-26.13031603268979,0.0,1.9848326936269705,0.0,30.28836583090934,1097.0,0.0,0.0,0.0,17.37207766376758
6,228.02830305280008,-207.522924753125,0.0,1.982157821123964,0.0,11.522800775488184,1031.0,0.0,0.0,0.0,18.728267311271335
7,74.5055829572567,-95.19692002963517,0.0,1.979852880059412,0.0,53.752327545706734,819.0,0.0,0.0,0.0,14.617257653454486
8,-70.65967540978178,80.1818881221804,0.0,1.9785394967992165,0.0,59.78151885479573,722.0,0.0,0.0,0.0,3.574145487224766
9,-247.54124044778143,183.39728978391216,0.0,1.9739342428267943,0.0,13.067820011967603,198.0,0.0,0.0,0.0,8.871663344461682
10,41.36823267036272,-3.1721370287401958,0.0,1.9719687060302808,0.0,122.62330483906712,249.0,0.0,0.0,0.0,5.5506891172080355
11,-46.908799197084846,233.4401203486273,0.0,1.968667515607832,0.0,14.557253627183286,434.0,0.0,0.0,0.0,7.832465820079608
12,-17.640583117375826,-30.53472983665273,0.0,1.9671899897208216,0.0,133.30185759153866,18.0,0.0,0.0,0.0,7.721233164458971
13,165.4413941140233,-100.89289560887345,0.0,1.9612907020621075,0.0,27.853770129186533,132.0,0.0,0.0,0.0,33.965336439599795
